id,camo_id,criteria_order,criteria_text,weapon_id
1682,12,2,With 8 Attachments equipped: get 100 Eliminations,21
1683,13,1,Unlock all Co-Op Campaign Special Camos,21
1684,13,2,Eliminate 20 Special enemies,21
1685,14,1,Unlock Molten Gold Camo,21
1686,14,2,Unlock Molten Gold Camo on 3 Sniper Rifles,21
1687,14,3,In Endgame: eliminate 100 Zone III or Zone IV enemies,21
1688,15,1,Unlock Moonstone Camo,21
1689,15,2,Unlock Moonstone Camo on 30 Weapons,21
1690,15,3,Eliminate 10 Elite enemies,21
1691,16,1,Unlock Chroma Flux Camo,21
1692,16,2,Unlock Chroma Flux Camo on 30 Weapons,21
1693,17,1,Get 5 Headshots,21
1694,18,1,Get 10 Headshots,21
1695,19,1,Get 20 Headshots,21
1696,20,1,Get 30 Headshots,21
1697,21,1,Get 40 Headshots,21
1698,22,1,Get 50 Headshots,21
1699,23,1,Get 60 Headshots,21
1700,24,1,Get 70 Headshots,21
1701,25,1,Get 80 Headshots,21
1702,26,1,Unlock all Multiplayer Military Camos,21
1703,26,2,With a 4.0x or higher magnification scope equipped: get 50 Eliminations,21
1704,27,1,Unlock all Multiplayer Military Camos Camos,21
1705,27,2,Get 30 One Shot Kills,21
1706,28,1,Unlock all Multiplayer Military Camos,21
1707,28,2,Get 2 Kills without reloading 10 times,21
1708,29,1,Unlock all Multiplayer Special Camos,21
1709,29,2,Get 3 Kills without dying 10 times,21
1710,30,1,Unlock Shattered Gold Camo,21
1711,30,2,Unlock Shattered Gold Camo on 3 Sniper Rifles,21
1712,30,3,Get 10 Double Kills or better,21
1713,31,1,Unlock Arclight Camo,21
1714,31,2,Unlock Arclight Camo on 30 Weapons,21
1715,31,3,Get 5 Kills without dying,21
1716,32,1,Unlock Tempest Camo,21
1717,32,2,Unlock Tempest Camo on 30 Weapons,21
1718,33,1,Get 100 Critical Kills,21
1719,34,1,Get 200 Critical Kills,21
1720,35,1,Get 300 Critical Kills,21
1721,36,1,Get 400 Critical Kills,21
1722,37,1,Get 500 Critical Kills,21
1723,38,1,Get 600 Critical Kills,21
1724,39,1,Get 700 Critical Kills,21
1725,40,1,Get 800 Critical Kills,21
1726,41,1,Get 1000 Critical Kills,21
1727,42,1,Unlock all Zombies Military Camos,21
1728,42,2,Get 3 Critical Kills consecutively 5 times,21
1729,43,1,Unlock all Zombies Military Camos Camos,21
1730,43,2,With the Dead Wire Ammo Mod equipped: get 300 Eliminations,21
1731,44,1,Unlock all Zombies Military Camos,21
1732,44,2,Get 300 Eliminations while the VS Recon is Pack-A-Punched,21
1733,45,1,Unlock all Zombies Special Camos,21
1734,45,2,Get 10 Kills rapidly 15 times,21
1735,46,1,Unlock Golden Dragon Camo,21
1736,46,2,Unlock Golden Dragon Camo on 3 Sniper Rifles,21
1737,46,3,Get 20 or more consecutive Kills without taking damage 5 times,21
1738,47,1,Unlock Bloodstone Camo,21
1739,47,2,Unlock Bloodstone Camo on 30 Weapons,21
1740,47,3,Eliminate 10 Elite Zombies,21
1741,48,1,Unlock Doomsteel Camo,21
1742,48,2,Unlock Doomsteel Camo on 30 Weapons,21
1743,115,1,Reach Max Level with the XR-3 ION,22
1744,115,2,Enter Weapon Prestige 1,22
1745,116,1,Reach Max Level with the XR-3 ION,22
1746,116,2,Enter Weapon Prestige 2,22
1747,51,1,Reach Weapon Prestige Master Level 100 with the XR-3 ION,22
1748,52,1,Reach Weapon Prestige Master Level 150 with the XR-3 ION,22
1749,53,1,Reach Weapon Prestige Master Level 200 with the XR-3 ION,22
1750,117,1,Reach Weapon Prestige Master Level 250 with the XR-3 ION,22
1751,1,1,Get 10 Critical Kills,22
1752,2,1,Get 25 Critical Kills,22
1753,3,1,Get 50 Critical Kills,22
1754,4,1,Get 75 Critical Kills,22
1755,5,1,Get 100 Critical Kills,22
1756,6,1,Get 125 Critical Kills,22
1757,7,1,Get 150 Critical Kills,22
1758,8,1,Get 200 Critical Kills,22
1759,9,1,Get 250 Critical Kills,22
1760,10,1,Unlock all Co-Op Campaign Military Camos,22
1761,10,2,With a 4.0x or higher magnification scope equipped: get 100 Eliminations,22
1762,11,1,Unlock all Co-Op Campaign Camos,22
1763,11,2,With a Supressor Attachment equipped: get 100 Eliminations,22
1764,12,1,Unlock all Co-Op Campaign Camos,22
1765,12,2,Eliminate 100 Fear enemies,22
1766,13,1,Unlock all Co-Op Campaign Special Camos,22
1767,13,2,Eliminate 20 Special enemies,22
1768,14,1,Unlock Molten Gold Camo,22
1769,14,2,Unlock Molten Gold Camo on 3 Sniper Rifles,22
1770,14,3,In Endgame: eliminate 100 Zone III or Zone IV enemies,22
1771,15,1,Unlock Moonstone Camo,22
1772,15,2,Unlock Moonstone Camo on 30 Weapons,22
1773,15,3,Eliminate 10 Elite enemies,22
1774,16,1,Unlock Chroma Flux Camo,22
1775,16,2,Unlock Chroma Flux Camo on 30 Weapons,22
1776,17,1,Get 5 Headshots,22
1777,18,1,Get 10 Headshots,22
1778,19,1,Get 20 Headshots,22
1779,20,1,Get 30 Headshots,22
1780,21,1,Get 40 Headshots,22
1781,22,1,Get 50 Headshots,22
1782,23,1,Get 60 Headshots,22
1783,24,1,Get 70 Headshots,22
1784,25,1,Get 80 Headshots,22
1785,26,1,Unlock all Multiplayer Military Camos,22
1786,26,2,Get 15 Long Shot Medals (Killed an enemy at long range),22
1787,27,1,Unlock all Multiplayer Military Camos,22
1788,27,2,Get 50 Eliminations without any Attachments equipped,22
1789,28,1,Unlock all Multiplayer Military Camos,22
1790,28,2,Get 2 Kills without reloading 10 times,22
1791,29,1,Unlock all Multiplayer Special Camos,22
1792,29,2,Get 3 Kills without dying 10 times,22
1793,30,1,Unlock Shattered Gold Camo,22
1794,30,2,Unlock Shattered Gold Camo on 3 Sniper Rifles,22
1795,30,3,Get 10 Double Kills or better,22
1796,31,1,Unlock Arclight Camo,22
1797,31,2,Unlock Arclight Camo on 30 Weapons,22
1798,31,3,Get 5 Kills without dying,22
1799,32,1,Unlock Tempest Camo,22
1800,32,2,Unlock Tempest Camo on 30 Weapons,22
1801,33,1,Get 100 Critical Kills,22
1802,34,1,Get 200 Critical Kills,22
1803,35,1,Get 300 Critical Kills,22
1804,36,1,Get 400 Critical Kills,22
1805,37,1,Get 500 Critical Kills,22
1806,38,1,Get 600 Critical Kills,22
1807,39,1,Get 700 Critical Kills,22
1808,40,1,Get 800 Critical Kills,22
1809,41,1,Get 1000 Critical Kills,22
1810,42,1,Unlock all Zombies Military Camos,22
1811,42,2,Get 2 Critical Kills with a single shot 15 times,22
1812,43,1,Unlock all Zombies Military Camos Camos,22
1813,43,2,Get 75 Armored Zombie Eliminations,22
1814,44,1,Unlock all Zombies Military Camos,22
1815,44,2,Get 10 Kills without taking damage 5 times,22
1816,45,1,Unlock all Zombies Special Camos,22
1817,45,2,Get 10 Kills rapidly 15 times,22
1818,46,1,Unlock Golden Dragon Camo,22
1819,46,2,Unlock Golden Dragon Camo on 3 Sniper Rifles,22
1820,46,3,Get 20 or more consecutive Kills without taking damage 5 times,22
1821,47,1,Unlock Bloodstone Camo,22
1822,47,2,Unlock Bloodstone Camo on 30 Weapons,22
1823,47,3,Eliminate 10 Elite Zombies,22
1824,48,1,Unlock Doomsteel Camo,22
1825,48,2,Unlock Doomsteel Camo on 30 Weapons,22
1826,48,3,Eliminate 10 Elite Zombies,22
1827,118,1,Reach Max Level with the Jäger 45,23
1828,118,2,Enter Weapon Prestige 1,23
1829,119,1,Reach Max Level with the Jäger 45,23
1830,119,2,Enter Weapon Prestige 2,23
1831,51,1,Reach Weapon Prestige Master Level 100 with the Jäger 45,23
1832,52,1,Reach Weapon Prestige Master Level 150 with the Jäger 45,23
1833,53,1,Reach Weapon Prestige Master Level 200 with the Jäger 45,23
1834,120,1,Reach Weapon Prestige Master Level 250 with the Jäger 45,23
1835,1,1,Get 10 Critical Kills,23
1836,2,1,Get 25 Critical Kills,23
1837,3,1,Get 50 Critical Kills,23
1838,4,1,Get 75 Critical Kills,23
1839,5,1,Get 100 Critical Kills,23
1840,6,1,Get 125 Critical Kills,23
1841,7,1,Get 150 Critical Kills,23
1842,8,1,Get 200 Critical Kills,23
1843,9,1,Get 250 Critical Kills,23
1844,10,1,Unlock all Co-Op Campaign Military Camos,23
1845,10,2,Get 25 Kills shortly after switching weapons,23
1846,11,1,Unlock all Co-Op Campaign Camos,23
1847,11,2,Destroy 25 Guild D.A.W.G.s,23
1848,12,1,Unlock all Co-Op Campaign Camos,23
1849,12,2,Eliminate 100 Human (NPC) enemies,23
1850,13,1,Unlock all Co-Op Campaign Special Camos,23
1851,13,2,Eliminate 20 Special enemies,23
1852,14,1,Unlock Molten Gold Camo,23
1853,14,2,Unlock Molten Gold Camo on 3 Pistols,23
1854,14,3,In Endgame: eliminate 100 Zone III or Zone IV enemies,23
1855,15,1,Unlock Moonstone Camo,23
1856,15,2,Unlock Moonstone Camo on 30 Weapons,23
1857,15,3,Eliminate 10 Elite enemies,23
1858,16,1,Unlock Chroma Flux Camo,23
1859,16,2,Unlock Chroma Flux Camo on 30 Weapons,23
1860,17,1,Get 5 Headshots,23
1861,18,1,Get 10 Headshots,23
1862,19,1,Get 20 Headshots,23
1863,20,1,Get 30 Headshots,23
1864,21,1,Get 40 Headshots,23
1865,22,1,Get 50 Headshots,23
1866,23,1,Get 60 Headshots,23
1867,24,1,Get 70 Headshots,23
1868,25,1,Get 80 Headshots,23
1869,26,1,Unlock all Multiplayer Military Camos,23
1870,26,2,Get 15 Kills shortly after switching weapons,23
1871,27,1,Unlock all Multiplayer Military Camos,23
1872,27,2,Get 50 Kills while moving,23
1873,28,1,Unlock all Multiplayer Military Camos,23
1874,28,2,Get a Kill without taking any damage 30 times,23
1875,29,1,Unlock all Multiplayer Special Camos,23
1876,29,2,Get 3 Kills without dying 10 times,23
1877,30,1,Unlock Shattered Gold Camo,23
1878,30,2,Unlock Shattered Gold Camo on 3 Pistols,23
1879,30,3,Get 10 Double Kills or better,23
1880,31,1,Unlock Arclight Camo,23
1881,31,2,Unlock Arclight Camo on 30 Weapons,23
1882,31,3,Get 5 Kills without dying 3 times,23
1883,32,1,Unlock Tempest Camo,23
1884,32,2,Unlock Tempest Camo on 30 Weapons,23
1885,33,1,Get 100 Critical Kills,23
1886,34,1,Get 200 Critical Kills,23
1887,35,1,Get 300 Critical Kills,23
1888,36,1,Get 400 Critical Kills,23
1889,37,1,Get 500 Critical Kills,23
1890,38,1,Get 600 Critical Kills,23
1891,39,1,Get 700 Critical Kills,23
1892,40,1,Get 800 Critical Kills,23
1893,41,1,Get 1000 Critical Kills,23
1894,42,1,Unlock all Zombies Military Camos,23
1895,42,2,Get 10 Kills without reloading 15 times,23
1896,43,1,Unlock all Zombies Military Camos Camos,23
1897,43,2,Get 3 Critical Kills consecutively 5 times,23
1898,44,1,Unlock all Zombies Military Camos,23
1899,44,2,With the Napalm Burst Ammo Mod equipped: get 300 Eliminations,23
1900,45,1,Unlock all Zombies Special Camos,23
1901,45,2,Get 10 Kills rapidly 15 times,23
1902,46,1,Unlock Golden Dragon Camo,23
1903,46,2,Unlock Golden Dragon Camo on 3 Pistols,23
1904,46,3,Get 20 or more consecutive Kills without taking damage 5 times,23
1905,47,1,Unlock Bloodstone Camo,23
1906,47,2,Unlock Bloodstone Camo on 30 Weapons,23
1907,47,3,Eliminate 10 Elite Zombies,23
1908,48,1,Unlock Doomsteel Camo,23
1909,48,2,Unlock Doomsteel Camo on 30 Weapons,23
1910,121,1,Reach Max Level with the CODA 9,24
1911,121,2,Enter Weapon Prestige 1,24
1912,122,1,Reach Max Level with the CODA 9,24
1913,122,2,Enter Weapon Prestige 2,24
1914,51,1,Reach Weapon Prestige Master Level 100 with the CODA 9,24
1915,52,1,Reach Weapon Prestige Master Level 150 with the CODA 9,24
1916,53,1,Reach Weapon Prestige Master Level 200 with the CODA 9,24
1917,123,1,Reach Weapon Prestige Master Level 250 with the CODA 9,24
1918,1,1,Get 10 Critical Kills,24
1919,2,1,Get 25 Critical Kills,24
1920,3,1,Get 50 Critical Kills,24
1921,4,1,Get 75 Critical Kills,24
1922,5,1,Get 100 Critical Kills,24
1923,6,1,Get 125 Critical Kills,24
1924,7,1,Get 150 Critical Kills,24
1925,8,1,Get 200 Critical Kills,24
1926,9,1,Get 250 Critical Kills,24
1927,10,1,Unlock all Co-Op Campaign Military Camos,24
1928,10,2,Get 50 Point Blank Kills,24
1929,11,1,Unlock all Co-Op Campaign Camos,24
1930,11,2,Destroy 25 D.A.W.G.s,24
1931,12,1,Unlock all Co-Op Campaign Camos,24
1932,12,2,Get 25 Kills shortly after switching weapons,24
1933,13,1,Unlock all Co-Op Campaign Special Camos,24
1934,13,2,Eliminate 20 Special enemies,24
1935,14,1,Unlock Molten Gold Camo,24
1936,14,2,Unlock Molten Gold Camo on 3 Pistols,24
1937,14,3,In Endgame: eliminate 100 Zone III or Zone IV enemies,24
1938,15,1,Unlock Moonstone Camo,24
1939,15,2,Unlock Moonstone Camo on 30 Weapons,24
1940,15,3,Eliminate 10 Elite enemies,24
1941,16,1,Unlock Chroma Flux Camo,24
1942,16,2,Unlock Chroma Flux Camo on 30 Weapons,24
1943,17,1,Get 5 Headshots,24
1944,18,1,Get 10 Headshots,24
1945,19,1,Get 20 Headshots,24
1946,20,1,Get 30 Headshots,24
1947,21,1,Get 40 Headshots,24
1948,22,1,Get 50 Headshots,24
1949,23,1,Get 60 Headshots,24
1950,24,1,Get 70 Headshots,24
1951,25,1,Get 80 Headshots,24
1952,26,1,Unlock all Multiplayer Military Camos,24
1953,26,2,With a Suppressor equipped: get 10 Eliminations,24
1954,27,1,Unlock all Multiplayer Military Camos,24
1955,27,2,Get 30 Hipfire Kills,24
1956,28,1,Unlock all Multiplayer Military Camos,24
1957,28,2,Get 15 Kills shortly after switching weapons,24
1958,29,1,Unlock all Multiplayer Special Camos,24
1959,29,2,Get 3 Kills without dying 10 times,24
1960,30,1,Unlock Shattered Gold Camo,24
1961,30,2,Unlock Shattered Gold Camo on 3 Pistols,24
1962,30,3,Get 10 Double Kills or better,24
1963,31,1,Unlock Arclight Camo,24
1964,31,2,Unlock Arclight Camo on 30 Weapons,24
1965,31,3,Get 5 Kills without dying 3 times,24
1966,32,1,Unlock Tempest Camo,24
1967,32,2,Unlock Tempest Camo on 30 Weapons,24
1968,33,1,Get 100 Critical Kills,24
1969,34,1,Get 200 Critical Kills,24
1970,35,1,Get 300 Critical Kills,24
1971,36,1,Get 400 Critical Kills,24
1972,37,1,Get 500 Critical Kills,24
1973,38,1,Get 600 Critical Kills,24
1974,39,1,Get 700 Critical Kills,24
1975,40,1,Get 800 Critical Kills,24
1976,41,1,Get 1000 Critical Kills,24
1977,42,1,Unlock all Zombies Military Camos,24
1978,42,2,With the Shadow Rift Ammo Mod equipped: get 300 Kills with Shadow Rift activations,24
1979,43,1,Unlock all Zombies Military Camos Camos,24
1980,43,2,Get 300 Hipfire Kills,24
1981,44,1,Unlock all Zombies Military Camos,24
1982,44,2,Kill 100 enemies affected by your Tactical Equipment,24
1983,45,1,Unlock all Zombies Special Camos,24
1984,45,2,Get 10 Kills rapidly 15 times,24
1985,46,1,Unlock Golden Dragon Camo,24
1986,46,2,Unlock Golden Dragon Camo on 3 Pistols,24
1987,46,3,Get 20 or more consecutive Kills without taking damage 5 times,24
1988,47,1,Unlock Bloodstone Camo,24
1989,47,2,Unlock Bloodstone Camo on 30 Weapons,24
1990,47,3,Eliminate 10 Elite Zombies,24
1991,48,1,Unlock Doomsteel Camo,24
1992,48,2,Unlock Doomsteel Camo on 30 Weapons,24
1993,124,1,Reach Max Level with the Velox 5.7,25
1994,124,2,Enter Weapon Prestige 1,25
1995,125,1,Reach Max Level with the Velox 5.7,25
1996,125,2,Enter Weapon Prestige 2,25
1997,51,1,Reach Weapon Prestige Master Level 100 with the Velox 5.7,25
1998,52,1,Reach Weapon Prestige Master Level 150 with the Velox 5.7,25
1999,53,1,Reach Weapon Prestige Master Level 200 with the Velox 5.7,25
2000,126,1,Reach Weapon Prestige Master Level 250 with the Velox 5.7,25
2001,1,1,Get 10 Critical Kills,25
2002,2,1,Get 25 Critical Kills,25
2003,3,1,Get 50 Critical Kills,25
2004,4,1,Get 75 Critical Kills,25
2005,5,1,Get 100 Critical Kills,25
2006,6,1,Get 125 Critical Kills,25
2007,7,1,Get 150 Critical Kills,25
2008,8,1,Get 200 Critical Kills,25
2009,9,1,Get 250 Critical Kills,25
2010,10,1,Unlock all Co-Op Campaign Military Camos,25
2011,10,2,With a Suppressor Attachement equipped: get 100 Eliminations,25
2012,11,1,Unlock all Co-Op Campaign Camos,25
2013,11,2,Eliminate 50 Guild Tech enemies,25
2014,12,1,Unlock all Co-Op Campaign Camos,25
2015,12,2,Get 50 Hipfire Kills,25
2016,13,1,Unlock all Co-Op Campaign Special Camos,25
2017,13,2,Eliminate 20 Special enemies,25
2018,14,1,Unlock Molten Gold Camo,25
2019,14,2,Unlock Molten Gold Camo on 3 Pistols,25
2020,14,3,In Endgame: eliminate 100 Zone III or Zone IV enemies,25
2021,15,1,Unlock Moonstone Camo,25
2022,15,2,Unlock Moonstone Camo on 30 Weapons,25
2023,15,3,Eliminate 10 Elite enemies,25
2024,16,1,Unlock Chroma Flux Camo,25
2025,16,2,Unlock Chroma Flux Camo on 30 Weapons,25
2026,17,1,Get 5 Headshots,25
2027,18,1,Get 10 Headshots,25
2028,19,1,Get 20 Headshots,25
2029,20,1,Get 30 Headshots,25
2030,21,1,Get 40 Headshots,25
2031,22,1,Get 50 Headshots,25
2032,23,1,Get 60 Headshots,25
2033,24,1,Get 70 Headshots,25
2034,25,1,Get 80 Headshots,25
2035,26,1,Unlock all Multiplayer Military Camos,25
2036,26,2,Get a Kill with the Velox 5.7 while or shortly after sliding,25
2037,27,1,Unlock all Multiplayer Military Camos,25
2038,27,2,Get 30 Kills while or shortly after sprinting,25
2039,28,1,Unlock all Multiplayer Military Camos,25
2040,28,2,Kill 30 enemies affected by your Tactical Equipment,25
2041,29,1,Unlock all Multiplayer Special Camos,25
2042,29,2,Get 3 Kills without dying 10 times,25
2043,30,1,Unlock Shattered Gold Camo,25
2044,30,2,Unlock Shattered Gold Camo on 3 Pistols,25
2045,30,3,Get 10 Double Kills or better,25
2046,31,1,Unlock Arclight Camo,25
2047,31,2,Unlock Arclight Camo on 30 Weapons,25
2048,31,3,Get 5 Kills without dying 3 times,25
2049,32,1,Unlock Tempest Camo,25
2050,32,2,Unlock Tempest Camo on 30 Weapons,25
2051,33,1,Get 100 Critical Kills,25
2052,34,1,Get 200 Critical Kills,25
2053,35,1,Get 300 Critical Kills,25
2054,36,1,Get 400 Critical Kills,25
2055,37,1,Get 500 Critical Kills,25
2056,38,1,Get 600 Critical Kills,25
2057,39,1,Get 700 Critical Kills,25
2058,40,1,Get 800 Critical Kills,25
2059,41,1,Get 1000 Critical Kills,25
2060,42,1,Unlock all Zombies Military Camos,25
2061,42,2,Get 75 Armored Zombie Eliminations,25
2062,43,1,Unlock all Zombies Military Camos Camos,25
2063,43,2,With the Shadow Rift Ammo Mod equipped: get 300 Kills with the Shadow Rift activations,25
2064,44,1,Unlock all Zombies Military Camos,25
2065,44,2,Get 300 Eliminations with the Velox 5.7 at Rare Rarity or higher,25
2066,45,1,Unlock all Zombies Special Camos,25
2067,45,2,Get 10 Kills rapidly 15 times,25
2068,46,1,Unlock Golden Dragon Camo,25
2069,46,2,Unlock Golden Dragon Camo on 3 Pistols,25
2070,46,3,Get 20 or more consecutive Kills without taking damage 5 times,25
2071,47,1,Unlock Bloodstone Camo,25
2072,47,2,Unlock Bloodstone Camo on 30 Weapons,25
2073,47,3,Eliminate 10 Elite Zombies,25
2074,48,1,Unlock Doomsteel Camo,25
2075,48,2,Unlock Doomsteel Camo on 30 Weapons,25
2076,127,1,Reach Max Level with the AAROW 109,26
2077,127,2,Enter Weapon Prestige 1,26
2078,128,1,Reach Max Level with the AAROW 109,26
2079,128,2,Enter Weapon Prestige 2,26
2080,51,1,Reach Weapon Prestige Master Level 100 with the AAROW 109,26
2081,52,1,Reach Weapon Prestige Master Level 150 with the AAROW 109,26
2082,53,1,Reach Weapon Prestige Master Level 200 with the AAROW 109,26
2083,129,1,Reach Weapon Prestige Master Level 250 with the AAROW 109,26
2084,1,1,Get a Kill or destroy Guild Equipment or VTOLS 10 times,26
2085,2,1,Get a Kill or destroy Guild Equipment or VTOLS 20 times,26
2086,3,1,Get a Kill or destroy Guild Equipment or VTOLS 30 times,26
2087,4,1,Get a Kill or destroy Guild Equipment or VTOLS 40 times,26
2088,5,1,Get a Kill or destroy Guild Equipment or VTOLS 50 times,26
2089,6,1,Get a Kill or destroy Guild Equipment or VTOLS 60 times,26
2090,7,1,Get a Kill or destroy Guild Equipment or VTOLS 70 times,26
2091,8,1,Get a Kill or destroy Guild Equipment or VTOLS 80 times,26
2092,9,1,Get a Kill or destroy Guild Equipment or VTOLS 100 times,26
2093,10,1,Unlock all Co-Op Campaign Military Camos,26
2094,10,2,Get 25 Kills with a direct hit,26
2095,11,1,Unlock all Co-Op Campaign Camos,26
2096,11,2,Eliminate 100 Fear enemies,26
2097,12,1,Unlock all Co-Op Campaign Camos,26
2098,12,2,Kill 3 enemies with the same shot 10 times,26
2099,13,1,Unlock all Co-Op Campaign Special Camos,26
2100,13,2,Eliminate 20 Special enemies,26
2101,14,1,Unlock Molten Gold Camo,26
2102,14,2,Unlock Molten Gold Camo on 2 Launchers,26
2103,14,3,In Endgame: eliminate 100 Zone III or Zone IV enemies,26
2104,15,1,Unlock Moonstone Camo,26
2105,15,2,Unlock Moonstone Camo on 30 Weapons,26
2106,15,3,Eliminate 10 Elite enemies,26
2107,16,1,Unlock Chroma Flux Camo,26
2108,16,2,Unlock Chroma Flux Camo on 30 Weapons,26
2109,17,1,Get 5 Kills or Scorestreak Destructions,26
2110,18,1,Get 10 Kills or Scorestreak Destructions,26
2111,19,1,Get 15 Kills or Scorestreak Destructions,26
2112,20,1,Get 20 Kills or Scorestreak Destructions,26
2113,21,1,Get 25 Kills or Scorestreak Destructions,26
2114,22,1,Get 30 Kills or Scorestreak Destructions,26
2115,23,1,Get 35 Kills or Scorestreak Destructions,26
2116,24,1,Get 40 Kills or Scorestreak Destructions,26
2117,25,1,Get 50 Kills or Scorestreak Destructions,26
2118,26,1,Unlock all Multiplayer Military Camos,26
2119,26,2,Destroy 10 Aerial Scorestreaks,26
2120,27,1,Unlock all Multiplayer Military Camos,26
2121,27,2,Get 10 Direct Hit Kills,26
2122,28,1,Unlock all Multiplayer Military Camos,26
2123,28,2,Destroy 10 Scorestreaks,26
2124,29,1,Unlock all Multiplayer Special Camos,26
2125,29,2,Get 3 Kills without dying 10 times,26
2126,30,1,Unlock Shattered Gold Camo,26
2127,30,2,Unlock Shattered Gold Camo on 2 Launchers,26
2128,30,3,Get 10 Double Kills or better,26
2129,31,1,Unlock Arclight Camo,26
2130,31,2,Unlock Arclight Camo on 30 Weapons,26
2131,31,3,Get 5 Kills without dying 3 times,26
2132,32,1,Unlock Tempest Camo,26
2133,32,2,Unlock Tempest Camo on 30 Weapons,26
2134,33,1,Get 100 Eliminations,26
2135,34,1,Get 200 Eliminations,26
2136,35,1,Get 300 Eliminations,26
2137,36,1,Get 400 Eliminations,26
2138,37,1,Get 500 Eliminations,26
2139,38,1,Get 600 Eliminations,26
2140,39,1,Get 700 Eliminations,26
2141,40,1,Get 800 Eliminations,26
2142,41,1,Get 1000 Eliminations,26
2143,42,1,Unlock all Zombies Military Camos,26
2144,42,2,With the Fire Works Ammo Mod equipped: get 300 Kills with Fire Works activations,26
2145,43,1,Unlock all Zombies Military Camos Camos,26
2146,43,2,Get 300 Eliminations with the AAROW 109 while it's Pack-A-Punched,26
2147,44,1,Unlock all Zombies Military Camos,26
2148,44,2,Get 10 Kills without taking damage 5 times,26
2149,45,1,Unlock all Zombies Special Camos,26
2150,45,2,Get 10 Kills rapidly 15 times,26
2151,46,1,Unlock Golden Dragon Camo,26
2152,46,2,Unlock Golden Dragon Camo on 2 Launchers,26
2153,46,3,Get 20 or more consecutive Kills without taking damage 5 times,26
2154,47,1,Unlock Bloodstone Camo,26
2155,47,2,Unlock Bloodstone Camo on 30 Weapons,26
2156,47,3,Eliminate 10 Elite Zombies,26
2157,48,1,Unlock Doomsteel Camo,26
2158,48,2,Unlock Doomsteel Camo on 30 Weapons,26
2159,130,1,Reach Max Level with the A.R.C. M1,27
2160,130,2,Enter Weapon Prestige 1,27
2161,131,1,Reach Max Level with the A.R.C. M1,27
2162,131,2,Enter Weapon Prestige 2,27
2163,51,1,Reach Weapon Prestige Master Level 100 with the A.R.C. M1,27
2164,52,1,Reach Weapon Prestige Master Level 150 with the A.R.C. M1,27
2165,53,1,Reach Weapon Prestige Master Level 200 with the A.R.C. M1,27
2166,132,1,Reach Weapon Prestige Master Level 250 with the A.R.C. M1,27
2167,1,1,Get a Kill or destroy Guild Equipment or VTOLS 10 times,27
2168,2,1,Get a Kill or destroy Guild Equipment or VTOLS 20 times,27
2169,3,1,Get a Kill or destroy Guild Equipment or VTOLS 30 times,27
2170,4,1,Get a Kill or destroy Guild Equipment or VTOLS 40 times,27
2171,5,1,Get a Kill or destroy Guild Equipment or VTOLS 50 times,27
2172,6,1,Get a Kill or destroy Guild Equipment or VTOLS 60 times,27
2173,7,1,Get a Kill or destroy Guild Equipment or VTOLS 70 times,27
2174,8,1,Get a Kill or destroy Guild Equipment or VTOLS 80 times,27
2175,9,1,Get a Kill or destroy Guild Equipment or VTOLS 100 times,27
2176,10,1,Unlock all Co-Op Campaign Military Camos,27
2177,10,2,Get 25 Kills shortly after switching weapons,27
2178,11,1,Unlock all Co-Op Campaign Camos,27
2179,11,2,Get 50 Kills with the A.R.C. M1 while Aiming Down Sights and moving,27
2180,12,1,Unlock all Co-Op Campaign Camos,27
2181,12,2,Eliminate 50 Guild Tech enemies,27
2182,13,1,Unlock all Co-Op Campaign Special Camos,27
2183,13,2,Eliminate 20 Special enemies,27
2184,14,1,Unlock Molten Gold Camo,27
2185,14,2,Unlock Molten Gold Camo on 2 Launchers,27
2186,14,3,In Endgame: eliminate 100 Zone III or Zone IV enemies,27
2187,15,1,Unlock Moonstone Camo,27
2188,15,2,Unlock Moonstone Camo on 30 Weapons,27
2189,15,3,Eliminate 10 Elite enemies,27
2190,16,1,Unlock Chroma Flux Camo,27
2191,16,2,Unlock Chroma Flux Camo on 30 Weapons,27
2192,17,1,Get 5 Kills or Scorestreak Destructions,27
2193,18,1,Get 10 Kills or Scorestreak Destructions,27
2194,19,1,Get 15 Kills or Scorestreak Destructions,27
2195,20,1,Get 20 Kills or Scorestreak Destructions,27
2196,21,1,Get 25 Kills or Scorestreak Destructions,27
2197,22,1,Get 30 Kills or Scorestreak Destructions,27
2198,23,1,Get 35 Kills or Scorestreak Destructions,27
2199,24,1,Get 40 Kills or Scorestreak Destructions,27
2200,25,1,Get 50 Kills or Scorestreak Destructions,27
2201,26,1,Unlock all Multiplayer Military Camos,27
2202,26,2,Destroy 10 Aerial Scorestreaks,27
2203,27,1,Unlock all Multiplayer Military Camos,27
2204,27,2,Get a Kill without taking damage 30 times,27
2205,28,1,Unlock all Multiplayer Military Camos,27
2206,28,2,Destroy 10 Scorestreaks,27
2207,29,1,Unlock all Multiplayer Special Camos,27
2208,29,2,Get 3 Kills without dying 10 times,27
2209,30,1,Unlock Shattered Gold Camo,27
2210,30,2,Unlock Shattered Gold Camo on 2 Launchers,27
2211,30,3,Get 10 Double Kills or better,27
2212,31,1,Unlock Arclight Camo,27
2213,31,2,Unlock Arclight Camo on 30 Weapons,27
2214,31,3,Get 5 Kills without dying 3 times,27
2215,32,1,Unlock Tempest Camo,27
